Short name,,2G CGI,SDCCH Blocking Rate [BBH],SDCCH Drop Call Rate [BBH],TCH Blocking Rate [BBH],TCH Drop Call Rate [BBH],Handover Success Rate [BBH],RX Quality [BBH],Total Voice Traffic,Handover Success Rate_Denom [BBH],Drop Call Rate_Nom [BBH],Drop Call Rate_Denom [BBH],Number of TRX [BBH],ICM%[BBH],Cell Downtime [sec] [BBH],TCH Utilization [BBH],Handover Success Rate_Nom [BBH]
,20-Feb-23,404-96-2580-58332,0,0,0,0,97.54,96.71,49.25,122,0,105,2,0.69,0,84.15,119
ZTE-HAR4-CHAR33C,16-Feb-23,404-96-2580-58333,0,0,0,0.87,83.13,93.28,20.41,83,0,67,2,0.13,0,34,69
,17-Feb-23,404-96-2580-58333,0,0,0,0.87,70.83,93.35,16.73,72,0,69,2,0.11,0,26.31,51
,18-Feb-23,404-96-2580-58333,0,0,0,0.87,77.59,92.67,19.71,58,0,77,2,0.06,0,30.71,45
,19-Feb-23,404-96-2580-58333,0,0,0,0,76.92,94.33,16.87,39,0,102,2,0.06,0,27.93,30
,20-Feb-23,404-96-2580-58333,0,0,0,0,83.08,95.47,22.24,65,0,90,2,0.14,0,37.4,54
ZTE-HAR4-GDLI79A,16-Feb-23,404-96-2550-45791,0,0,0,0,96.55,98.77,11.95,29,1,19,2,0.05,0,23.73,28
,17-Feb-23,404-96-2550-45791,3.03,0,0,1.75,95.65,98.31,9.46,23,0,23,2,0.14,870,26.09,22
,18-Feb-23,404-96-2550-45791,0,0,0,1.75,90.48,97.74,18.02,21,1,31,2,0,0,36.59,19
,19-Feb-23,404-96-2550-45791,0,0,0,2.83,92.31,97.57,13.42,13,0,45,2,0,0,19.87,12
,20-Feb-23,404-96-2550-45791,0,0,0,1.08,100,98.67,14.33,27,0,44,2,0,0,27.95,27
ZTE-HAR4-GDLI79B,16-Feb-23,404-96-2550-45792,0,0,0,0,93.15,98.1,57,73,1,116,2,0.77,0,86.33,68
,17-Feb-23,404-96-2550-45792,0,0,0,0.29,90.41,98.31,44.47,146,1,164,2,1.1,0,140.26,132
,18-Feb-23,404-96-2550-45792,0,0,0,0.49,89.36,98.44,52.29,47,0,114,2,1.16,0,86.12,42
,19-Feb-23,404-96-2550-45792,0,0,0,0.49,84.72,98.75,50.12,72,0,127,2,0.78,0,86.95,61
,20-Feb-23,404-96-2550-45792,0,0,0,0.2,84.62,98.57,64.21,65,0,69,2,0.29,0,123.28,55
ZTE-HAR4-GDLI79C,16-Feb-23,404-96-2550-45793,0,0.39,0,2.71,87.16,98.38,59.68,109,4,156,2,0,0,152.71,95
,17-Feb-23,404-96-2550-45793,0,0,0,0.85,93.44,98.07,40.7,61,1,117,2,0,0,95.73,57
,18-Feb-23,404-96-2550-45793,0,0,0,1.14,92.31,98.14,51.3,104,0,126,2,0.07,0,95.13,96
,19-Feb-23,404-96-2550-45793,0,0,0,1.14,93.48,98.24,54.8,92,0,183,2,0.07,0,105.22,86
,20-Feb-23,404-96-2550-45793,0,0,0,0.28,94.69,98.73,74.07,113,0,146,2,0.24,0,141.77,107
ZTE-HAR4-KWPR75A,16-Feb-23,404-96-2535-53751,0,0,0,0.68,97.35,94.1,70.53,377,0,239,2,3.64,0,97.42,367
,17-Feb-23,404-96-2535-53751,0,0,0,0.68,96.84,93.76,38.21,443,0,221,2,2.83,0,115.8,429
,18-Feb-23,404-96-2535-53751,0,0,0,0.68,96.82,94.1,62.69,314,1,169,2,1.42,0,89.85,304
,19-Feb-23,404-96-2535-53751,0,0,0,0.2,95.31,94.32,71.52,341,0,168,2,2.12,0,115.23,325
,20-Feb-23,404-96-2535-53751,0,0.24,0,0.2,94.27,94.59,62.88,262,4,106,2,2.1,0,77.18,247
ZTE-HAR4-KWPR75B,16-Feb-23,404-96-2535-53752,1.61,0,0,0,89.75,96.33,61.48,244,1,136,2,0.54,0,90.15,219
,17-Feb-23,404-96-2535-53752,0,0,0,0.25,94.92,96.68,32.42,256,0,121,2,1.37,0,110.62,243
,18-Feb-23,404-96-2535-53752,0,0,0,0.25,91.63,97.18,59.67,251,1,142,2,2.13,0,85.46,230
,19-Feb-23,404-96-2535-53752,0,0.5,0,0.48,91.15,97.11,62.71,339,0,119,2,0.55,0,104.53,309
,20-Feb-23,404-96-2535-53752,0,0.24,0,0.23,94.03,97.17,60.32,268,0,115,2,1.64,0,99.72,252
ZTE-HAR4-KWPR75C,16-Feb-23,404-96-2535-53753,0,0,0,1.01,92.68,95.96,39.93,205,7,63,2,0.68,1121,119.88,190
,17-Feb-23,404-96-2535-53753,0,0,0,3.7,96.74,95.25,20.33,215,0,126,2,0.17,0,69.12,208
,18-Feb-23,404-96-2535-53753,0,0,0,3.7,95.58,95.57,44.64,249,0,150,2,1.22,0,84.56,238
,19-Feb-23,404-96-2535-53753,0,0,0,3.7,96.98,95.81,41.89,298,0,116,2,0.68,0,68.31,289
,20-Feb-23,404-96-2535-53753,0,0,0,0,91.95,96.31,42.09,174,2,90,2,1.19,0,67.5,160
ZTE-HAR4-ZALPR10A,16-Feb-23,404-96-2480-59101,0,0,0,0,74.58,97.8,40.79,59,0,179,2,0,0,75.08,44
,17-Feb-23,404-96-2480-59101,0,0.12,0,0,77.63,97.33,54.39,76,0,286,2,0,0,110.31,59
,18-Feb-23,404-96-2480-59101,0,0,0,0,87.72,97.18,50.09,57,0,257,2,0,0,89.08,50
,19-Feb-23,404-96-2480-59101,0,0.09,0,0,86.9,97.65,59.72,84,0,404,2,0,0,124.83,73
,20-Feb-23,404-96-2480-59101,0,0,0,0,79.66,97.95,55.69,59,0,193,2,0,0,100.59,47
ZTE-HAR4-ZALPR10B,16-Feb-23,404-96-2480-59102,0,0,0,0,98.11,97.48,13.49,53,0,35,2,0,0,19.35,52
,17-Feb-23,404-96-2480-59102,0,0,0,0,97.96,98.29,16.94,49,0,56,2,0,0,27.93,48
,18-Feb-23,404-96-2480-59102,0,0,0,0,98.04,98.4,19.2,51,0,44,2,0,0,29.55,50
,19-Feb-23,404-96-2480-59102,0,0,0,0,98.55,97.93,18.8,69,0,60,2,0,0,32.88,68
,20-Feb-23,404-96-2480-59102,0,0,0,0,100,97.2,22.41,47,0,53,2,0,0,38.88,47
ZTE-HAR4-ZALPR10C,16-Feb-23,404-96-2480-59103,0,0,0,0,73.33,97.45,14.82,15,0,106,2,0,0,29.08,11
,17-Feb-23,404-96-2480-59103,0,0,0,0,90.62,96.11,13.76,32,0,28,2,0,0,42.47,29
,18-Feb-23,404-96-2480-59103,0,0,0,0,90,94.69,14.17,20,0,51,2,0.07,0,23.79,18
,19-Feb-23,404-96-2480-59103,0,0,0,0,100,94.17,11.74,44,0,23,2,0,0,32.43,44
,20-Feb-23,404-96-2480-59103,0,0,0,0,100,95.38,17.48,26,0,43,2,0,0,36.24,26
ZTE-HAR4-ZBAHO92A,16-Feb-23,404-96-2535-57921,0,0,0,0,100,94.76,15.54,8,0,22,2,0.21,0,24.7,8
,17-Feb-23,404-96-2535-57921,0,1.32,0,0,100,95.37,20.19,24,0,36,2,0.12,0,38.37,24
,18-Feb-23,404-96-2535-57921,0,0,0,0,100,95.45,10.97,13,0,25,2,0,0,16.63,13
,19-Feb-23,404-96-2535-57921,0,0,0,0,95.83,95.04,21.28,24,1,41,2,0.16,0,42.66,23
,20-Feb-23,404-96-2535-57921,0,0,0,0.81,84.62,94.34,15,26,0,29,2,0.14,0,37.68,22
ZTE-HAR4-ZBAHO92B,16-Feb-23,404-96-2535-57922,0,0,0,0,66.67,97.11,18.41,9,0,53,2,0.32,0,39.22,6
,17-Feb-23,404-96-2535-57922,0,0,0,0,100,97.36,18.53,8,0,83,2,0.15,0,36.83,8
,18-Feb-23,404-96-2535-57922,0,0,0,0,100,96.34,20.46,15,0,90,2,0.08,0,58.46,15
,19-Feb-23,404-96-2535-57922,0,0,0,0,72.22,96.57,20.5,18,1,83,2,0.28,0,43.25,13
,20-Feb-23,404-96-2535-57922,0,0,0,0.4,96.88,95.87,24.33,32,0,90,2,0,0,70.26,31
ZTE-HAR4-ZBAHO92C,16-Feb-23,404-96-2535-57923,0,0.25,0,0,65.31,95.72,16.53,49,0,75,2,0.58,0,26.03,32
,17-Feb-23,404-96-2535-57923,0,0.29,0,0,52.17,96.32,22.66,69,0,65,2,0.23,0,35.83,36
,18-Feb-23,404-96-2535-57923,0,0.25,0,0,83.67,95.38,21.5,49,1,59,2,0,0,33,41
,19-Feb-23,404-96-2535-57923,0,0.44,0,0.56,80,95.83,26.51,10,0,28,2,0.39,0,41.16,8
,20-Feb-23,404-96-2535-57923,0,0,0,0.56,71.62,95.18,25.5,74,0,61,2,0.88,0,35.08,53
ZTE-HAR4-ZBARS49A,16-Feb-23,404-96-2580-21491,0,1.78,0,3.2,88.37,95.54,55.2,43,1,113,2,0,0,90.13,38
,17-Feb-23,404-96-2580-21491,0,1.21,0,3.11,92.31,96.86,59.21,39,2,97,2,0,0,87.89,36
,18-Feb-23,404-96-2580-21491,0,0.34,0,2.32,83.64,96.49,52.82,55,3,87,2,0,0,98.34,46
,19-Feb-23,404-96-2580-21491,0,1.05,0,2.13,84.09,96.53,77.26,44,1,223,2,0,0,92.53,37
,20-Feb-23,404-96-2580-21491,0,1.08,0,1.99,80.43,95.17,59.43,46,2,125,2,0,0,81.03,37
ZTE-HAR4-ZBARS49B,16-Feb-23,404-96-2580-21492,0,1.58,0,4.3,100,92.79,38.6,30,2,96,2,0,0,75.55,30
,17-Feb-23,404-96-2580-21492,0,0.53,0,2.84,92.31,93.26,30.54,26,3,106,2,0,0,58.44,24
,18-Feb-23,404-96-2580-21492,0,0.39,0,2,100,94.37,40.57,18,4,122,2,0,0,81.78,18
,19-Feb-23,404-96-2580-21492,0,0.42,0,2.73,97.14,94.78,46.87,35,3,79,2,0,0,117.73,34
,20-Feb-23,404-96-2580-21492,0,0,0,3.3,100,94.61,44.85,11,0,80,2,0,0,68.81,11
ZTE-HAR4-ZBARS49C,16-Feb-23,404-96-2580-21493,0,1.67,0,2.53,100,94.06,21.57,12,0,35,2,0,0,37,12
,17-Feb-23,404-96-2580-21493,0,1.41,0,1.01,97.3,95.29,26.15,37,2,75,2,0,0,45.41,36
,18-Feb-23,404-96-2580-21493,0,0.83,0,1.9,100,95.5,25.82,18,0,54,2,0,0,48.34,18
,19-Feb-23,404-96-2580-21493,0,1.72,0,0.89,94.87,94.86,18.6,39,3,58,2,0,0,40.27,37
,20-Feb-23,404-96-2580-21493,0,0,0,2.61,100,93.97,22.29,49,0,53,2,0,0,40.26,49
ZTE-HAR4-ZBISJ26A,16-Feb-23,404-96-2630-19261,0,1.61,0,1.19,88.89,90.92,8.78,9,0,35,2,0,0,17.84,8
,17-Feb-23,404-96-2630-19261,0,0,0,0,100,92.11,7.01,29,0,29,2,0,0,17.81,29
,18-Feb-23,404-96-2630-19261,0,1.16,0,0,100,93.59,8.02,9,0,34,2,0,0,18.25,9
,19-Feb-23,404-96-2630-19261,0,0,0,0,81.82,95.17,4.14,11,0,10,2,0,0,15.75,9
,20-Feb-23,404-96-2630-19261,0,0,0,0,100,96.25,4.15,8,1,18,2,0,0,13.24,8
ZTE-HAR4-ZBISJ26B,16-Feb-23,404-96-2630-19262,0,2.7,0,3.33,100,96.6,3.68,13,0,22,2,0,0,14.28,13
,17-Feb-23,404-96-2630-19262,0,0,0,0,100,96.81,2.63,8,0,6,2,0,0,6.7,8
,18-Feb-23,404-96-2630-19262,0,0,0,0,76.92,97.69,2.48,13,0,35,2,0,0,8.75,10
,19-Feb-23,404-96-2630-19262,0,0,0,0,100,97.77,1.6,14,0,19,2,0,0,10.36,14
,20-Feb-23,404-96-2630-19262,0,0,0,0,93.33,98.02,2.01,30,0,4,2,0,0,10.46,28
ZTE-HAR4-ZBISJ26C,16-Feb-23,404-96-2630-19263,0,0,0,1.89,95.45,98.03,14.63,44,0,69,2,0,0,26.79,42
,17-Feb-23,404-96-2630-19263,0,0,0,0.88,100,98.18,12.25,15,0,16,2,0,0,33.46,15
,18-Feb-23,404-96-2630-19263,0,0.75,0,0.88,79.31,98.71,12.27,29,0,48,2,0,0,23.17,23
,19-Feb-23,404-96-2630-19263,0,0,0,0,,98.2,4.61,0,0,1,2,0,0,17.09,0
,20-Feb-23,404-96-2630-19263,0,0,0,0,88.89,98.61,9.05,54,3,44,2,0,0,36.17,48
ZTE-HAR4-ZBLWS81A,16-Feb-23,404-96-2480-52811,0,0,0,0,96.49,97.12,17.33,57,0,49,2,0,0,37.49,55
,17-Feb-23,404-96-2480-52811,0,0,0,0,97.14,97.56,23.71,70,0,81,2,0,0,47.18,68
,18-Feb-23,404-96-2480-52811,0,0,0,0,100,98.78,31.99,31,0,48,2,0,0,64.84,31
,19-Feb-23,404-96-2480-52811,0,0,0,0,91.3,98.64,19.44,23,3,67,2,0,0,38.72,21
,20-Feb-23,404-96-2480-52811,0,0,0,1.49,95,97.91,24.15,60,0,92,2,0,0,42.09,57
ZTE-HAR4-ZBLWS81B,16-Feb-23,404-96-2480-52812,0,0,0,0.34,95.54,97.38,27.36,112,0,65,2,0,0,68.37,107
,17-Feb-23,404-96-2480-52812,0,0,0,0.34,95.45,97.42,42.31,132,0,95,2,0,0,83.73,126
,18-Feb-23,404-96-2480-52812,0,0,0,0,97.06,97.88,41.16,68,0,99,2,0,0,63.73,66
,19-Feb-23,404-96-2480-52812,0,0,0,0,97.22,97.9,40.32,108,2,98,2,0,0,61.61,105
,20-Feb-23,404-96-2480-52812,0,0,0,0.68,96.47,97.41,49.64,85,0,108,2,0,0,79.1,82
ZTE-HAR4-ZBLWS81C,16-Feb-23,404-96-2480-52813,0,0,0,1.08,91.67,94.53,13.45,12,2,67,2,0,0,32.73,11
,17-Feb-23,404-96-2480-52813,0,0,0,1,85.71,93.06,22.4,21,0,42,2,0,0,39.5,18
,18-Feb-23,404-96-2480-52813,0,0,0,1,78.57,92.04,20.62,14,0,47,2,0,0,29.77,11
,19-Feb-23,404-96-2480-52813,0,0,0,1,97.14,93.21,24.81,35,0,83,2,0,0,41.63,34
,20-Feb-23,404-96-2480-52813,0,0,0,0,90.7,94.35,20.53,43,0,58,2,0,0,29,39
ZTE-HAR4-ZBUDH91A,16-Feb-23,404-96-1680-53911,0,0,0,2.42,51.67,97.14,24.31,209,5,49,2,0.19,0,34.23,108
,17-Feb-23,404-96-1680-53911,0,0.82,0,4.3,53.24,97.45,23.94,216,1,77,2,0.42,0,51.79,115
,18-Feb-23,404-96-1680-53911,0,0,0,4.74,63.31,97.31,23.08,169,1,39,2,0.18,0,36.98,107
,19-Feb-23,404-96-1680-53911,0,0,0,4.69,52.26,96.88,23.31,310,0,42,2,0.21,0,41.91,162
,20-Feb-23,404-96-1680-53911,0,0,0,1.29,63.74,96.98,27.71,262,1,68,2,0.17,0,46.87,167
ZTE-HAR4-ZBUDH91B,16-Feb-23,404-96-1680-53912,0,0,0,0.23,97.78,96.64,27.67,90,0,102,2,0.41,0,37.43,88
,17-Feb-23,404-96-1680-53912,0,0.51,0,0.23,98.08,95.31,22.7,104,0,70,2,0.26,0,37.85,102
,18-Feb-23,404-96-1680-53912,0,0,0,0,98.84,94.02,22.43,86,0,66,2,0.47,0,46.42,85
,19-Feb-23,404-96-1680-53912,0,0.7,0,0,98.1,93.6,26.32,105,1,125,2,0.1,0,46.69,103
,20-Feb-23,404-96-1680-53912,0,0,0,0.27,98.06,94.51,26.36,103,0,99,2,0.11,0,49.79,101
ZTE-HAR4-ZBUDH91C,16-Feb-23,404-96-1680-53913,0,0.3,0,1.05,91.48,94.99,37.27,223,0,69,2,0.08,0,73.18,204
,17-Feb-23,404-96-1680-53913,0,0,0,0.41,96.43,94.51,33.82,168,0,73,2,0.19,0,66.18,162
,18-Feb-23,404-96-1680-53913,0,0,0,0,92.91,94.66,40.56,141,3,59,2,0.23,0,68.86,131
,19-Feb-23,404-96-1680-53913,0,0.31,0,1.69,95.12,95.94,36.75,246,0,101,2,0,0,70.85,234
,20-Feb-23,404-96-1680-53913,0,0,0,1.69,93.12,96.88,44.32,276,1,83,2,0,0,73.11,257
ZTE-HAR4-ZDBKR37A,16-Feb-23,404-96-2630-56371,0,0,0,0.29,97.78,97.67,42.29,90,1,180,2,0,0,122.33,88
,17-Feb-23,404-96-2630-56371,0,0,0,0.19,94.92,97.8,51.39,59,0,107,2,0,0,85.15,56
,18-Feb-23,404-96-2630-56371,0,0,0,0.19,91.23,97.47,51.07,57,0,145,2,0,0,112.26,52
,19-Feb-23,404-96-2630-56371,0,0,0,0.19,97.09,97.38,57.78,103,0,133,2,0,0,137.71,100
,20-Feb-23,404-96-2630-56371,0,0,0,0,92,97.63,54.71,50,0,179,2,0,0,118.57,46
ZTE-HAR4-ZDBKR37B,16-Feb-23,404-96-2630-56372,0,0,0,0,96.43,95.47,50.33,112,1,96,2,0,0,121.24,108
,17-Feb-23,404-96-2630-56372,0,0,0,0.35,88.76,95.88,42.46,89,0,77,2,0,0,86.72,79
,18-Feb-23,404-96-2630-56372,0,0,0,0.35,93.1,95.9,37.45,58,0,89,2,0,0,62.12,54
,19-Feb-23,404-96-2630-56372,0,0,0,0.35,94.67,96.94,45.85,75,2,87,2,0,0,84.21,71
,20-Feb-23,404-96-2630-56372,0,0,0,0.77,91.8,95.96,40.42,61,0,97,2,0,0,68.05,56
ZTE-HAR4-ZDBKR37C,16-Feb-23,404-96-2630-56373,0,0,0,0.3,94.81,94.88,79.06,77,1,173,2,0,0,107.45,73
,17-Feb-23,404-96-2630-56373,0,0,0.94,0.49,98.26,96.32,80.8,115,0,211,2,0,0,144.4,113
,18-Feb-23,404-96-2630-56373,0,0,0,0.19,92.19,96.48,71.65,64,0,137,2,0,0,109.27,59
,19-Feb-23,404-96-2630-56373,0,0.67,0,0.19,93.52,97.34,66.51,108,0,123,2,0,0,103.23,101
,20-Feb-23,404-96-2630-56373,0,0,0,0,90,96.6,77,110,2,175,2,0,0,111.15,99
ZTE-HAR4-ZDHMJ51A,16-Feb-23,404-96-1790-48511,0,0,0,0,,95.14,11.73,0,0,2,2,0.13,0,18.04,0
,17-Feb-23,404-96-1790-48511,0,0,0,0,77.78,96.95,11.63,9,0,54,2,0,0,21.9,7
,18-Feb-23,404-96-1790-48511,0,0,0,0,85.71,95.08,17.25,7,0,50,2,0.15,0,31.89,6
,19-Feb-23,404-96-1790-48511,0,0,0,0,71.43,93.92,12.21,14,1,34,2,0.13,0,19,10
,20-Feb-23,404-96-1790-48511,0,0,0,0.98,90,91.91,10.15,10,0,38,2,0,0,19.12,9
ZTE-HAR4-ZDHMJ51B,16-Feb-23,404-96-1790-48512,0,0,0,0,97.2,99.12,19.97,107,0,59,2,0,0,48.4,104
,17-Feb-23,404-96-1790-48512,0,0,0,0,100,99.09,14.41,68,0,31,2,0.05,0,29.56,68
,18-Feb-23,404-96-1790-48512,0,0,0,0,98.15,99.22,13.41,54,0,29,2,0,0,25.59,53
,19-Feb-23,404-96-1790-48512,0,0,0,0,100,99.34,15.2,44,0,48,2,0.06,0,37.66,44
,20-Feb-23,404-96-1790-48512,0,0,0,0,98.36,99.24,14.66,61,0,34,2,0.2,0,45.43,60
ZTE-HAR4-ZDHMJ51C,16-Feb-23,404-96-1790-48513,0,0,0,0,100,96.22,10.37,33,0,32,2,0.18,0,19.55,33
,17-Feb-23,404-96-1790-48513,0,0,0,0,100,94.34,11.81,15,0,31,2,0.31,0,18.62,15
,18-Feb-23,404-96-1790-48513,0,0,0,0,100,92.5,15.91,1,0,5,2,0,0,21.41,1
,19-Feb-23,404-96-1790-48513,0,0,0,0,100,93.25,14.62,20,0,42,2,0.19,0,21.59,20
,20-Feb-23,404-96-1790-48513,0,1.05,0,0,100,93.84,15.83,12,0,25,2,0.07,0,24.94,12
ZTE-HAR4-ZDULI37A,16-Feb-23,404-96-2590-11371,0,0,0,0.36,96.15,98.24,21.46,26,1,61,2,0,0,36.79,25
,17-Feb-23,404-96-2590-11371,0,0,0,0.9,96.97,98.43,23.04,33,1,72,2,0,0,38.83,32
,18-Feb-23,404-96-2590-11371,0,0.67,0,1.37,100,97.42,22.15,42,0,68,2,0,0,51.14,42
,19-Feb-23,404-96-2590-11371,0,0.64,0,1.01,95.83,96.94,24.44,24,3,57,2,0,0,46.14,23
,20-Feb-23,404-96-2590-11371,0,0,0,2.22,94.87,95.82,24.6,39,1,71,2,0,0,34.8,37
ZTE-HAR4-ZDULI37B,16-Feb-23,404-96-2590-11372,0,0.72,0,2.09,95.65,93.4,47.95,23,2,145,2,0,0,57.83,22
,17-Feb-23,404-96-2590-11372,0,1.12,0,1.82,88,96,43.58,50,1,134,2,0,0,60.38,44
,18-Feb-23,404-96-2590-11372,0,0.42,0,1.21,92,94.8,42.15,50,0,125,2,0,0,80.06,46
,19-Feb-23,404-96-2590-11372,0,1.15,0,0.71,100,93.88,40.97,17,1,116,2,0,0,69.09,17
,20-Feb-23,404-96-2590-11372,0,0.71,0,0.54,100,94.34,39.58,29,1,121,2,0,0,63.17,29
ZTE-HAR4-ZDULI37C,16-Feb-23,404-96-2590-11373,0,0,0,1.84,100,95.22,22.88,2,1,59,2,0,0,41.12,2
,17-Feb-23,404-96-2590-11373,0,2.05,0,2.4,100,95.72,30.29,7,1,62,2,0,0,44.87,7
,18-Feb-23,404-96-2590-11373,0,0.65,0,2.44,100,94.25,30.87,14,0,65,2,0,0,49.09,14
,19-Feb-23,404-96-2590-11373,0,0.7,0,1.1,100,94.99,20.04,10,1,78,2,0,0,52.25,10
,20-Feb-23,404-96-2590-11373,0,1.16,0,0.96,100,93.84,22.86,8,0,75,2,0,0,44.76,8
ZTE-HAR4-ZDULO51A,16-Feb-23,404-96-1680-46511,0,0,0,0,55.17,98.47,8.21,29,0,19,2,0.14,0,16.19,16
,17-Feb-23,404-96-1680-46511,0,0,0,0,100,98.16,7.52,18,0,22,2,0.06,0,20.04,18
,18-Feb-23,404-96-1680-46511,0,0,0,0,90.48,98.34,7.82,21,0,27,2,0,0,21.21,19
,19-Feb-23,404-96-1680-46511,0,0,0,0,92.31,96.82,9.54,13,0,26,2,0.06,0,21.9,12
,20-Feb-23,404-96-1680-46511,0,0,0,0,100,96.67,7.98,3,1,17,2,0,0,14.29,3
ZTE-HAR4-ZDULO51B,16-Feb-23,404-96-1680-46512,0,0,0,0,96.05,96.7,18.69,76,1,53,2,0,0,36.6,73
,17-Feb-23,404-96-1680-46512,0,0,0,0.63,98.59,97.35,20.17,71,1,62,2,0.15,0,33.65,70
,18-Feb-23,404-96-1680-46512,0,0.26,0,1.17,98.58,98.27,20.74,141,0,88,2,0.39,0,44.97,139
,19-Feb-23,404-96-1680-46512,0,0,0,1.17,98.11,98.55,19.23,53,0,54,2,0.23,0,29.44,52
,20-Feb-23,404-96-1680-46512,0,0,0,0.54,95.79,98.29,19.1,95,0,56,2,0,0,31.53,91
ZTE-HAR4-ZDULO51C,16-Feb-23,404-96-1680-46513,0,0.47,0,1.09,92,97.13,21.69,50,0,67,2,0.14,0,46.22,46
,17-Feb-23,404-96-1680-46513,0,0,0,0,98.78,98.58,21.13,82,0,72,2,0.36,0,41.93,81
,18-Feb-23,404-96-1680-46513,0,0,0,0,100,98.25,16.83,69,0,84,2,0.26,0,31.12,69
,19-Feb-23,404-96-1680-46513,0,0,0,0,83.33,97.48,17.57,54,0,80,2,0.17,0,45.07,45
,20-Feb-23,404-96-1680-46513,0,0,0,0,92.5,95.72,20.03,80,1,57,2,0.4,0,31.38,74
ZTE-HAR4-FZLP60A,16-Feb-23,404-96-2535-16601,0,0,0,1.49,94.35,93.16,58.11,336,4,136,3,0.32,0,57.87,317
,17-Feb-23,404-96-2535-16601,0,0,0,1.9,88.16,94.2,69.36,245,5,205,3,0,0,65.53,216
,18-Feb-23,404-96-2535-16601,0,0,0,2.26,92.31,94.83,67.8,273,5,103,3,0.14,0,66.4,252
,19-Feb-23,404-96-2535-16601,0,0,0,3.41,89.37,95.68,78.18,301,0,163,3,0.43,0,60.26,269
,20-Feb-23,404-96-2535-16601,0,0.21,0,2.43,92.73,95.77,67.4,289,1,188,3,0.15,0,52.57,268
ZTE-HAR4-FZLP60B,16-Feb-23,404-96-2535-16602,0,0.26,0,1.03,93.49,93.73,38.92,307,2,104,2,0.66,0,88.02,287
,17-Feb-23,404-96-2535-16602,0,0,0,1.67,82.83,94.36,42.41,233,5,171,2,0.47,0,89.98,193
