Short name,,2G CGI,SDCCH Blocking Rate [BBH],SDCCH Drop Call Rate [BBH],TCH Blocking Rate [BBH],TCH Drop Call Rate [BBH],Handover Success Rate [BBH],RX Quality [BBH],Total Voice Traffic,Handover Success Rate_Denom [BBH],Drop Call Rate_Nom [BBH],Drop Call Rate_Denom [BBH],Number of TRX [BBH],ICM%[BBH],Cell Downtime [sec] [BBH],TCH Utilization [BBH],Handover Success Rate_Nom [BBH]
,25-Feb-23,404-96-2550-45792,0,0,0,0.35,78.82,97.35,60.54,85,2,124,2,0.84,0,90.66,67
,26-Feb-23,404-96-2550-45792,0,0,0,0.89,95.37,96.72,102.69,108,1,215,2,0,0,195.76,103
,27-Feb-23,404-96-2550-45792,0,0,0,1.05,93.7,97.45,133.73,127,1,204,2,0,0,176.28,119
,28-Feb-23,404-96-2550-45792,0,0,0,0.86,95.45,98.1,136.37,66,0,125,2,0.11,0,186.96,63
GDLI79C,24-Feb-23,404-96-2550-45793,0,0,0,1.33,81.82,98.37,68.42,55,1,52,2,0,0,132.2,45
,25-Feb-23,404-96-2550-45793,0,0,0,1.16,96.51,98.64,64.38,86,0,159,2,0.32,0,132.35,83
,26-Feb-23,404-96-2550-45793,0,0,0,0.91,89.72,98.61,82.95,107,2,206,2,0,0,155.91,96
,27-Feb-23,404-96-2550-45793,0,0,3.31,0.96,97.22,98.53,90.38,108,0,147,2,0,0,215.02,105
,28-Feb-23,404-96-2550-45793,0,0,0,0.32,97.54,98.74,74.77,122,2,154,2,0,0,129.36,119
KWPR75A,24-Feb-23,404-96-2535-53751,0,0,0,1.09,97.98,94.24,63.7,297,1,178,2,2.01,0,115.78,291
,25-Feb-23,404-96-2535-53751,0,0.58,0,0.55,91.51,94.78,64.95,271,0,172,2,1.61,0,115.04,248
,26-Feb-23,404-96-2535-53751,0,0.19,0,0.19,93.43,94.98,61.62,274,1,174,2,0.24,0,111.32,256
,27-Feb-23,404-96-2535-53751,0,0.14,0,0.38,93.83,95.08,65.57,373,5,182,2,1.77,0,139.41,350
,28-Feb-23,404-96-2535-53751,0,0,0,1.11,92.99,95.01,83.53,442,3,232,2,0.86,0,149.13,411
KWPR75B,24-Feb-23,404-96-2535-53752,0,0,0,0.78,91.26,96.12,60.79,206,0,88,2,1.59,0,103.88,188
,25-Feb-23,404-96-2535-53752,0,0,0,0.78,94.29,95.21,52.66,245,0,147,2,0.32,0,81.88,231
,26-Feb-23,404-96-2535-53752,0,0,0,0,94.35,94.9,50.23,124,0,87,2,0.27,0,78.78,117
,27-Feb-23,404-96-2535-53752,,,,0,96.62,94.97,51.03,148,0,,2,1,0,71.72,143
,28-Feb-23,404-96-2535-53752,0,0,0,0,90.2,95.49,58.16,102,0,89,2,0.29,0,93.98,92
KWPR75C,24-Feb-23,404-96-2535-53753,0,0,0,1.04,95.77,95.83,46.1,284,0,97,2,1.15,0,71.41,272
,25-Feb-23,404-96-2535-53753,0,0,0,0.35,93.64,96.25,33.98,346,1,95,2,1.6,0,79.47,324
,26-Feb-23,404-96-2535-53753,0,0,0,0.35,95.98,95.87,32.26,199,0,83,2,0.71,0,51.07,191
,27-Feb-23,404-96-2535-53753,0,0,0,0.35,96.47,95.77,33.27,255,2,79,2,2.06,0,62.55,246
,28-Feb-23,404-96-2535-53753,0,0,0,1.19,93.82,95.47,42.24,275,0,140,2,0.22,0,82.94,258
ALPR10A,24-Feb-23,404-96-2480-59101,0,0,0,0,96.36,97.79,39.56,55,0,109,2,0,0,72.93,53
,25-Feb-23,404-96-2480-59101,0,0,0,0,87.3,97.5,40.44,63,0,117,2,0,0,61.56,55
,26-Feb-23,404-96-2480-59101,0,0,0,0,79.28,97.2,40.78,111,0,125,2,0,0,72.91,88
,27-Feb-23,404-96-2480-59101,0,0,0,0,91.8,96.99,36.78,61,0,75,2,0,0,52.42,56
,28-Feb-23,404-96-2480-59101,0,0,0,0,92.13,96.71,35.51,89,0,92,2,0,0,58.63,82
ALPR10B,24-Feb-23,404-96-2480-59102,0,0,0,0,94.34,98.1,18.92,53,0,65,2,0,0,25.97,50
,25-Feb-23,404-96-2480-59102,0,0,0,0,100,97.33,23.74,44,0,94,2,0,0,44.57,44
,26-Feb-23,404-96-2480-59102,0,0,0,0,97.67,97.47,16.24,43,0,32,2,0,0,25.15,42
,27-Feb-23,404-96-2480-59102,0,0,0,0,100,97.96,18.78,51,0,50,2,0,0,32.53,51
,28-Feb-23,404-96-2480-59102,0,0,0,0,100,98.13,14.37,39,0,21,2,0,0,31.94,39
ALPR10C,24-Feb-23,404-96-2480-59103,0,0,0,0,85.71,95.35,9.69,7,0,32,2,0,0,18.44,6
,25-Feb-23,404-96-2480-59103,0,0,0,0,100,98.4,11.02,18,0,30,2,0,0,22.82,18
,26-Feb-23,404-96-2480-59103,0,0,0,0,95,98.76,9.25,40,0,41,2,0,0,27.74,38
,27-Feb-23,404-96-2480-59103,0,0,0,0,90,97.77,8.47,30,0,28,2,0,0,15.39,27
,28-Feb-23,404-96-2480-59103,0,1.18,0,0,88.24,96.62,8.5,17,0,34,2,0,0,17.48,15
BAHO92A,24-Feb-23,404-96-2535-57921,0,0,0,0,97.87,94.76,10.09,47,1,23,2,0.17,0,27.38,46
,25-Feb-23,404-96-2535-57921,0,0,0,1.45,100,97.3,7.5,15,0,16,2,0.06,0,16.84,15
,26-Feb-23,404-96-2535-57921,0,0,0,1.45,87.67,97.1,12.01,73,2,36,2,0.06,0,24.66,64
,27-Feb-23,404-96-2535-57921,0,0,0,3.3,91.04,96.41,10.49,67,0,10,2,0.06,0,26.34,61
,28-Feb-23,404-96-2535-57921,0,0,0,1.85,90.91,95.8,8.3,22,0,16,2,0.11,0,17.42,20
BAHO92B,24-Feb-23,404-96-2535-57922,0,0,0,0.81,86.11,95.83,16.48,36,0,54,2,0.17,0,35.13,31
,25-Feb-23,404-96-2535-57922,0,0,0,0.81,93.33,97.68,21.7,105,0,51,2,0.47,0,45.72,98
,26-Feb-23,404-96-2535-57922,0,0,0,0.43,95.12,97.48,18.19,41,0,73,2,0.35,0,44.92,39
,27-Feb-23,404-96-2535-57922,0,0,0,0,90.62,98.24,20.62,64,0,70,2,0.37,0,46.06,58
,28-Feb-23,404-96-2535-57922,0,0,0,0,92,98.09,19.87,50,0,71,2,0.07,0,50.11,46
BAHO92C,24-Feb-23,404-96-2535-57923,0,0,0,0,87.1,93.97,12.02,31,0,30,2,0.07,0,27.77,27
,25-Feb-23,404-96-2535-57923,0,0,0,0,86.96,93.75,11.67,46,1,44,2,0.34,0,33.78,40
,26-Feb-23,404-96-2535-57923,0,0.99,0,0.76,70.73,94.36,10.09,41,0,21,2,0.52,0,18.92,29
,27-Feb-23,404-96-2535-57923,0,0,0,0.76,81.82,96.46,13.71,44,0,60,2,0.48,0,28.25,36
,28-Feb-23,404-96-2535-57923,0,0,0,0.76,53.66,94.62,11.64,41,3,30,2,0.6,0,27.68,22
BARS49A,24-Feb-23,404-96-2580-21491,0,0.46,0,3.11,97.87,95.57,49.52,47,0,95,2,0,0,82.87,46
,25-Feb-23,404-96-2580-21491,0,0.35,0,2.17,85.25,94.91,70,61,2,149,2,0,0,119,52
,26-Feb-23,404-96-2580-21491,0,0.5,0,1.77,97.56,95.27,81.31,82,3,203,2,0,0,142.82,80
,27-Feb-23,404-96-2580-21491,0,0.65,0,0.94,95.83,94.74,60.09,120,2,131,2,0,0,112.38,115
,28-Feb-23,404-96-2580-21491,0,0.74,0,1.45,97.67,95.07,66.39,86,5,177,2,0,0,115.46,84
BARS49B,24-Feb-23,404-96-2580-21492,0,0.6,0,2.59,93.75,90.85,40.55,32,0,87,2,0,0,78.46,30
,25-Feb-23,404-96-2580-21492,0,0,0,0.66,94.74,92.79,39.44,19,1,124,2,0,0,73.24,18
,26-Feb-23,404-96-2580-21492,0,0.65,0,0.27,88.89,93.96,50.9,27,6,91,2,0,0,90.42,24
,27-Feb-23,404-96-2580-21492,0,0.68,0,2.47,87.5,94.85,36.38,16,5,66,2,0,0,52.71,14
,28-Feb-23,404-96-2580-21492,0,0,0,4.99,100,92.36,40.56,29,3,64,2,0,0,87.49,29
BARS49C,24-Feb-23,404-96-2580-21493,0,1.16,0,0.57,75.56,96.76,34.19,45,0,65,2,0,0,61.42,34
,25-Feb-23,404-96-2580-21493,0,0.68,0,0,94.74,95.88,30,57,0,51,2,0,0,60,54
,26-Feb-23,404-96-2580-21493,0,0,0,0,100,93.21,29.71,18,0,83,2,0,0,49.56,18
,27-Feb-23,404-96-2580-21493,0,0,0,0,90.57,92.68,40.37,53,1,49,2,0,0,64.24,48
,28-Feb-23,404-96-2580-21493,0,0,0,0.68,90.62,93.54,43.55,32,1,91,2,0,0,70.57,29
BISJ26A,24-Feb-23,404-96-2630-19261,0,2.17,0,0,96.55,94.92,10.24,29,0,27,2,0,0,25.37,28
,25-Feb-23,404-96-2630-19261,0,0,0,0,80,94.79,9.26,30,2,55,2,0,0,21.56,24
,26-Feb-23,404-96-2630-19261,0,0,0,1.21,87.18,95.89,8.46,39,1,28,2,0,0,17.4,34
,27-Feb-23,404-96-2630-19261,0,0,0,2.4,85.71,96.05,10.07,7,0,12,2,0,0,20.19,6
,28-Feb-23,404-96-2630-19261,0,0,0,2.4,66.67,96.34,10.21,3,0,14,2,0,0,23,2
BISJ26B,24-Feb-23,404-96-2630-19262,0,0,0,0,96.3,94.05,2.64,27,0,13,2,0,0,7.69,26
,25-Feb-23,404-96-2630-19262,0,0,0,0,92.31,94.5,1.98,13,0,4,2,0,0,4.96,12
,26-Feb-23,404-96-2630-19262,0,0,0,0,91.3,92.31,1.62,23,0,11,2,0,0,3.07,21
,27-Feb-23,404-96-2630-19262,0,0,0,0,83.33,93.58,1.95,18,1,9,2,0,0,5.79,15
,28-Feb-23,404-96-2630-19262,0,0,0,3.7,100,89.82,2.12,7,0,2,2,0,0,5.02,7
BISJ26C,24-Feb-23,404-96-2630-19263,0,0,0,1.79,93.33,98.12,8.16,30,0,41,2,0,0,21.49,28
,25-Feb-23,404-96-2630-19263,0,0,0,0.83,100,97.23,10.56,13,0,55,2,0,0,26.04,13
,26-Feb-23,404-96-2630-19263,0,0,0,0.83,88.24,97.67,9.17,17,0,43,2,0,0,16.14,15
,27-Feb-23,404-96-2630-19263,0,0,0,0,81.82,97.79,11.68,11,0,5,2,0,0,32.65,9
,28-Feb-23,404-96-2630-19263,0,0,0,0,95,98.85,11.84,20,1,40,2,0,0,26.84,19
BLWS81A,24-Feb-23,404-96-2480-52811,0,0,0,0,91.89,96.61,26.88,74,0,55,2,0,0,48.34,68
,25-Feb-23,404-96-2480-52811,0,0,0,0,92.45,96.9,31.85,53,0,60,2,0,0,45.44,49
,26-Feb-23,404-96-2480-52811,0,0,0,0,96.36,96.71,32.18,55,0,79,2,0,0,52.74,53
,27-Feb-23,404-96-2480-52811,0,0,0,0,90.54,96.2,27.23,74,1,59,2,0,0,55.78,67
,28-Feb-23,404-96-2480-52811,0,0,0,0.56,97.62,95.73,22.9,84,1,86,2,0,0,52.49,82
BLWS81B,24-Feb-23,404-96-2480-52812,0,0.46,0,0.62,98.33,98.13,47.65,120,1,108,2,0,0,87.38,118
,25-Feb-23,404-96-2480-52812,0,0.47,0,0.93,96.94,98.15,49.91,98,0,110,2,0,0,95.61,95
,26-Feb-23,404-96-2480-52812,0,0,0,0.31,97.93,98.23,57.98,145,0,117,2,0,0,92.82,142
,27-Feb-23,404-96-2480-52812,0,0,0,0.31,94.02,97.79,52.27,117,0,128,2,0,0,126.29,110
,28-Feb-23,404-96-2480-52812,0,0,0,0,96.74,97.96,42.17,92,0,103,2,0,0,81.8,89
BLWS81C,24-Feb-23,404-96-2480-52813,0,0,0,0,93.18,96.31,30.07,44,1,91,2,0,0,49.06,41
,25-Feb-23,404-96-2480-52813,0,0,0,0.37,92,95.26,28.41,25,0,63,2,0,0,40.91,23
,26-Feb-23,404-96-2480-52813,0,0,0,0.37,94.23,96,32.02,52,2,71,2,0.08,0,70.49,49
,27-Feb-23,404-96-2480-52813,0,0,0,1.31,80,97.69,33.3,40,1,112,2,0,0,53.52,32
,28-Feb-23,404-96-2480-52813,0,0.37,0,1.24,92.45,98.14,30.68,53,3,95,2,0,0,58.83,49
BUDH91A,24-Feb-23,404-96-1680-53911,0,0.4,0,0.73,62.18,96.81,28.37,386,0,110,2,0.3,0,55.31,240
,25-Feb-23,404-96-1680-53911,0,0,0,0.73,79.42,96.77,38.12,758,6,278,2,2.27,0,109.44,602
,26-Feb-23,404-96-1680-53911,0,0,0,1.45,72.59,96.58,24.7,405,3,92,2,0,0,52.72,294
,27-Feb-23,404-96-1680-53911,0,0,0,1.81,64.54,97.08,27.96,313,4,81,2,0.21,0,47.12,202
,28-Feb-23,404-96-1680-53911,0,0,0,3.45,90.32,96.81,22,124,1,79,2,0.08,0,31.27,112
BUDH91B,24-Feb-23,404-96-1680-53912,0,0,0,1.48,16.59,95.14,37.2,458,0,82,2,0.11,0,75.75,76
,25-Feb-23,404-96-1680-53912,0,0.32,0,1.23,58.8,94.34,51.75,568,4,289,2,2.66,0,132.5,334
,26-Feb-23,404-96-1680-53912,0,0.53,0,1.69,59.18,94.04,38.06,294,5,76,2,0.14,0,67.69,174
,27-Feb-23,404-96-1680-53912,0,0,0,2.65,28.53,95.31,34.76,326,0,97,2,0.11,0,85.65,93
,28-Feb-23,404-96-1680-53912,0,0,0,2.65,27.56,95.41,28.23,312,0,74,2,0.08,0,44,86
BUDH91C,24-Feb-23,404-96-1680-53913,0,0,0,0.99,87.43,96.09,44.92,358,0,127,2,0,0,67.98,313
,25-Feb-23,404-96-1680-53913,0,0.11,0,0.99,93.12,96.22,53.73,523,5,294,2,1.41,0,101.91,487
,26-Feb-23,404-96-1680-53913,0,0,0,0.78,93.77,96.62,47.94,273,0,89,2,0.14,0,99.34,256
,27-Feb-23,404-96-1680-53913,0,0,0,0.57,91.55,97.21,48.88,367,0,80,2,0.38,0,94.95,336
,28-Feb-23,404-96-1680-53913,0,0,0,0.57,93.01,96.82,50.86,286,1,71,2,0.22,0,101.01,266
DBKR37A,24-Feb-23,404-96-2630-56371,0,0,0,0.26,96.26,97.14,52.26,107,0,102,2,0,0,124.57,103
,25-Feb-23,404-96-2630-56371,0,0,0,0,97.06,97.41,50.8,102,0,166,2,0,0,99.21,99
,26-Feb-23,404-96-2630-56371,0,0,0,0,96.88,97.63,52.59,96,0,132,2,0,0,121.66,93
,27-Feb-23,404-96-2630-56371,0,0,0,0,94.23,98.43,53.89,52,1,159,2,0,0,81.64,49
,28-Feb-23,404-96-2630-56371,0,0,0,0.21,91.94,98.29,55.57,62,0,114,2,0,0,106.82,57
DBKR37B,24-Feb-23,404-96-2630-56372,0,0,0,0,98.82,95.07,42.88,85,1,48,2,0,0,66.62,84
,25-Feb-23,404-96-2630-56372,0,0,0,0.69,88.78,96.07,44.59,98,0,119,2,0,0,81.3,87
,26-Feb-23,404-96-2630-56372,0,0,0,0.69,89.19,96.35,49.71,111,0,114,2,0,0,108.17,99
,27-Feb-23,404-96-2630-56372,0,0,0,0.69,92.31,96.42,42.4,78,1,93,2,0,0,80.97,72
,28-Feb-23,404-96-2630-56372,0,0,0,0.36,77.63,96.85,39.36,76,0,44,2,0,0,72.05,59
DBKR37C,24-Feb-23,404-96-2630-56373,0,0.3,0,0,96,95.49,82.83,175,0,172,2,0,0,121.26,168
,25-Feb-23,404-96-2630-56373,0,0,0,0,97.34,95.22,73.28,188,0,184,2,0,0,132.61,183
,26-Feb-23,404-96-2630-56373,0,0,0,0,98.15,95.2,82.28,162,0,125,2,0,0,109.87,159
,27-Feb-23,404-96-2630-56373,0,0,0,0,95.81,95.26,85.81,191,0,172,2,0,0,119.79,183
,28-Feb-23,404-96-2630-56373,0,0,0,0,95.65,94.44,76.19,184,1,171,2,0,0,125.49,176
DHMJ51A,24-Feb-23,404-96-1790-48511,0,0,0,0,94.74,94.67,14.47,19,0,49,2,0.06,0,26.17,18
,25-Feb-23,404-96-1790-48511,0,0,0,0,86.67,94.21,14.67,45,0,53,2,0.18,0,27.49,39
,26-Feb-23,404-96-1790-48511,0,0,0,0,100,94.48,11.83,12,0,40,2,0.24,0,22.04,12
,27-Feb-23,404-96-1790-48511,0,0,0,0,90.62,95.68,14.74,32,0,82,2,0.1,0,26.93,29
,28-Feb-23,404-96-1790-48511,0,0,0,0,91.18,96.3,13.69,34,0,44,2,0.12,0,29.28,31
DHMJ51B,24-Feb-23,404-96-1790-48512,0,0,0,1.15,100,99.09,20.96,49,0,14,2,0.18,0,43.98,49
,25-Feb-23,404-96-1790-48512,0,0,0,0,100,99.01,16.96,45,0,44,2,0,0,27.01,45
,26-Feb-23,404-96-1790-48512,0,0,0,0,98.21,99.05,18.82,56,0,57,2,0,0,40.66,55
,27-Feb-23,404-96-1790-48512,0,0,0,0,100,99.29,17.68,65,0,42,2,0,0,33.9,65
,28-Feb-23,404-96-1790-48512,0,0,0,0,100,99.37,18.11,50,0,48,2,0,0,39.89,50
DHMJ51C,24-Feb-23,404-96-1790-48513,0,0,0,1.71,97.53,96.32,15.69,81,0,43,2,0.13,0,28.41,79
,25-Feb-23,404-96-1790-48513,0,0,0,1.71,97.14,96.24,21.26,35,0,10,2,0.06,0,37.48,34
,26-Feb-23,404-96-1790-48513,0,0,0,1.71,100,97.1,17.54,28,0,40,2,0.22,0,40.02,28
,27-Feb-23,404-96-1790-48513,0,0,0,0,94.23,97.24,16.01,52,0,38,2,0.06,0,29.12,49
,28-Feb-23,404-96-1790-48513,0,0,0,0,100,97.23,14.58,23,0,22,2,0,0,26.25,23
DULI37A,24-Feb-23,404-96-2590-11371,0,0,0,0,100,95.19,20.42,21,0,40,2,0,0,35.55,21
,25-Feb-23,404-96-2590-11371,0,0,0,0,100,95.46,19.13,21,0,79,2,0,0,37.82,21
,26-Feb-23,404-96-2590-11371,0,0,0,0,93.75,96.26,19.29,16,1,59,2,0,0,31.4,15
,27-Feb-23,404-96-2590-11371,0,0,0,0.56,100,95.85,17.3,24,2,43,2,0,0,27.44,24
,28-Feb-23,404-96-2590-11371,0,0,0,2.12,97.37,95.36,17.63,38,0,106,2,0,0,36.44,37
DULI37B,24-Feb-23,404-96-2590-11372,0,0.41,0,2.12,100,94.89,34.54,21,0,133,2,0,0,63.83,21
,25-Feb-23,404-96-2590-11372,0,0,0,1.88,100,94.47,32.89,11,1,98,2,0,0,57.12,11
,26-Feb-23,404-96-2590-11372,0,0,0,1.28,92.86,93.51,42.82,28,0,119,2,0,0,57.77,26
,27-Feb-23,404-96-2590-11372,0,0,0,0.34,100,93.23,36.71,17,3,106,2,0,0,66.37,17
,28-Feb-23,404-96-2590-11372,0,0,0,1.28,96.15,93.63,32.17,26,0,102,2,0,0,40.37,25
DULI37C,24-Feb-23,404-96-2590-11373,0,0.79,0,0.68,66.67,96.02,25.13,3,1,59,2,0,0,43.55,2
,25-Feb-23,404-96-2590-11373,0,0,0,0.56,85.71,93.5,21.66,7,0,63,2,0,0,47.05,6
,26-Feb-23,404-96-2590-11373,0,0,0,0.56,100,95.12,26.38,5,2,29,2,0,0,59.6,5
,27-Feb-23,404-96-2590-11373,0,0,0,2.86,100,94.87,22.37,2,2,60,2,0,0,48.22,2
,28-Feb-23,404-96-2590-11373,0,0,0,3.41,100,95.38,23.47,13,3,23,2,0,0,47.04,13
FZLP60A,24-Feb-23,404-96-2535-16601,0,0,0,0,90.22,95.76,58.31,225,0,113,3,0.15,0,54.38,203
,25-Feb-23,404-96-2535-16601,0,0,0,0,89.46,96.58,65.1,370,6,170,3,0.04,0,60.06,331
,26-Feb-23,404-96-2535-16601,0,0,0,1.18,90.49,95.88,72.68,326,0,166,3,0.08,0,56.47,295
,27-Feb-23,404-96-2535-16601,0,0,0,1.18,93.35,95.65,65.23,421,3,168,3,0.19,0,61.87,393
,28-Feb-23,404-96-2535-16601,0,0,0,1.77,90.86,95.51,71.07,361,4,153,3,0.17,0,59.36,328
FZLP60B,24-Feb-23,404-96-2535-16602,0,0,0,1.82,88.89,95.56,37.49,279,2,143,2,0.95,0,78.2,248
,25-Feb-23,404-96-2535-16602,0,0,0,1.52,88.71,95.55,37.85,310,0,136,2,0.43,0,93.59,275
,26-Feb-23,404-96-2535-16602,0,0,0,1.52,94.18,95.99,36.92,292,0,127,2,1.02,0,84.08,275
,27-Feb-23,404-96-2535-16602,0,0,0,0.47,88.71,96.26,40.62,372,0,138,2,0.14,0,79.47,330
,28-Feb-23,404-96-2535-16602,0,0,0,0,82.54,96.7,46.7,355,0,124,2,0.3,0,103.41,293
FZLP60C,24-Feb-23,404-96-2535-16603,0,0,0,0,94.32,97.97,36.27,88,0,94,3,0.15,0,26.21,83
,25-Feb-23,404-96-2535-16603,0,0,0,0,97.76,98.55,36.32,134,0,92,3,0.21,0,27.41,131
,26-Feb-23,404-96-2535-16603,0,0,0,0,94.94,99.06,32.07,79,1,58,3,0.12,0,20.46,75
,27-Feb-23,404-96-2535-16603,,,,0.57,82.56,99.04,32.79,86,0,,3,0.24,0,25.53,71
,28-Feb-23,404-96-2535-16603,0,0,0,0.86,94.05,98.75,29.12,84,2,34,3,0.28,0,19.13,79
GELA54A,24-Feb-23,404-96-2550-44541,0,0,0,0,94.29,95.46,30.07,70,0,77,2,0,0,70.67,66
,25-Feb-23,404-96-2550-44541,0,0,0,0,90.48,96.59,34.01,21,0,80,2,0,0,56.88,19
,26-Feb-23,404-96-2550-44541,0,0,0,0,97.28,97.83,48.62,147,1,110,2,0,0,91.9,143
,27-Feb-23,404-96-2550-44541,0,0,0,0.3,94.86,97.85,53.08,175,2,143,2,0,0,121.11,166
,28-Feb-23,404-96-2550-44541,0,0,0,0.77,92.75,97.45,65.41,138,0,200,2,0,0,117.98,128
GELA54B,24-Feb-23,404-96-2550-44542,0,0,0,0,98.11,97.93,8.7,53,0,6,2,0,0,21.21,52
,25-Feb-23,404-96-2550-44542,0,0,0,0,100,97.98,8.2,32,0,33,2,0,0,14.2,32
,26-Feb-23,404-96-2550-44542,0,0,0,0,97.39,97.37,18.11,115,1,82,2,0,0,33.66,112
,27-Feb-23,404-96-2550-44542,0,0,0,0.41,96.64,96.39,24.3,149,1,72,2,0.18,0,39.69,144
,28-Feb-23,404-96-2550-44542,0,0.15,0,0.87,96.84,95.94,22.18,95,0,77,2,0.06,0,38.9,92
GELA54C,24-Feb-23,404-96-2550-44543,0,0,0,2.6,89.29,92.48,14.8,28,0,34,2,0,0,26.02,25
,25-Feb-23,404-96-2550-44543,0,0,0,1.54,100,90.14,15.76,43,0,59,2,0,0,34.67,43
,26-Feb-23,404-96-2550-44543,0,0.07,0,1.09,95.51,91.07,26.59,89,0,99,2,0,0,52.66,85
,27-Feb-23,404-96-2550-44543,0,0,0,0,87.9,92.62,45.88,124,0,102,2,0,0,76.5,109
,28-Feb-23,404-96-2550-44543,0,0,0,0,93.75,94.41,40.7,80,0,110,2,0.12,0,62.09,75
